snapshot,inclusion_layer,category,task,paper_key,doi,title,year,source,source_identifier,url,publication_types,abstract
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,title:fd2d758a9ec3561632bbae7760ea0c0b0fd47b7e,,An optical tracker based robot registration and servoing method for ultrasound guided percutaneous renal access,2013,OpenAlex,https://openalex.org/W2424230771,https://openalex.org/W2424230771,article,
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,doi:10.1089/end.2012.0528,10.1089/end.2012.0528,Comparison of Robotic and Laparoscopic Ultrasound Probes for Robotic Partial Nephrectomy,2013,OpenAlex,https://openalex.org/W2072746638,https://doi.org/10.1089/end.2012.0528,article,
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,doi:10.1109/robotica.2013.6623525,10.1109/robotica.2013.6623525,On the development and simulation of a robotic ultrasound guided system for orthopedic surgical procedures,2013,OpenAlex,https://openalex.org/W2040623768,https://doi.org/10.1109/robotica.2013.6623525,conference-paper,
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,doi:10.14326/abe.2.117,10.14326/abe.2.117,Position Control of Ultrasound Transducer by Parallel Link Robot for Ultrasonic Therapy in Blood Vessel,2013,OpenAlex,https://openalex.org/W2010950089,https://doi.org/10.14326/abe.2.117,article,
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,doi:10.1016/j.procir.2013.01.020,10.1016/j.procir.2013.01.020,Robotic Ultrasound Guidance by B-scan Plane Positioning Control,2013,OpenAlex,https://openalex.org/W1988346369,https://doi.org/10.1016/j.procir.2013.01.020,article,
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,doi:10.1109/tbme.2013.2241430,10.1109/tbme.2013.2241430,Ultrasound Probe and Needle-Guide Calibration for Robotic Ultrasound Scanning and Needle Targeting,2013,OpenAlex,https://openalex.org/W2172221059,https://doi.org/10.1109/tbme.2013.2241430,article,
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,doi:10.14326/abe.3.130,10.14326/abe.3.130,Patient-mounted Robot for 2D Ultrasound Probe Scanning using McKibben Artificial Muscles,2014,OpenAlex,https://openalex.org/W2054908833,https://doi.org/10.14326/abe.3.130,article,
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,doi:10.1109/tuffc.2015.2499084,10.1109/tuffc.2015.2499084,A Robotic Ultrasound Scanner for Automatic Vessel Tracking and Three-Dimensional Reconstruction of B-Mode Images,2015,OpenAlex,https://openalex.org/W2215544116,https://doi.org/10.1109/tuffc.2015.2499084,article,
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,doi:10.1007/978-3-319-24553-9_31,10.1007/978-3-319-24553-9_31,Autonomous Ultrasound-Guided Tissue Dissection,2015,OpenAlex,https://openalex.org/W2296080951,https://doi.org/10.1007/978-3-319-24553-9_31,conference-paper,
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,doi:10.1117/12.2084529,10.1117/12.2084529,Co-robotic ultrasound tomography: dual arm setup and error analysis,2015,OpenAlex,https://openalex.org/W2008569329,https://doi.org/10.1117/12.2084529,conference-paper,
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,title:73fe0f526a68a00896eb7d4915ed25dbae621904,,Hand-Eye Calibration of a Robot- UltraSound Probe System without any 3D Localizers,2015,OpenAlex,https://openalex.org/W4296246814,https://openalex.org/W4296246814,article,
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,doi:10.1109/embc.2015.7318251,10.1109/embc.2015.7318251,Hand-eye calibration of a robot - UltraSound probe system without any 3D localizers,2015,OpenAlex,https://openalex.org/W2296482359,https://doi.org/10.1109/embc.2015.7318251,conference-paper,
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,doi:10.1118/1.4925372,10.1118/1.4925372,MO‐DE‐210‐07: Investigation of Treatment Interferences of a Novel Robotic Ultrasound Radiotherapy Guidance System with Clinical VMAT Plans for Liver SBRT Patients,2015,OpenAlex,https://openalex.org/W1024819418,https://doi.org/10.1118/1.4925372,article,
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,doi:10.1016/j.juro.2015.02.844,10.1016/j.juro.2015.02.844,"MP17-02 DEVELOPING A PROTOTYPE FOR AN AUTOMATED, LOW-COST 3D ULTRASOUND SCANNER FOR DEDICATED UROLOGICAL APPLICATIONS",2015,OpenAlex,https://openalex.org/W2009656811,https://doi.org/10.1016/j.juro.2015.02.844,article,
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,doi:10.35840/2631-5106/4101,10.35840/2631-5106/4101,Pipeline Inspection for Corrosion using a Mobile Robotic Systems,2015,OpenAlex,https://openalex.org/W2956596924,https://doi.org/10.35840/2631-5106/4101,article,
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,doi:10.1117/12.2082472,10.1117/12.2082472,"Robot-assisted, ultrasound-guided minimally invasive navigation tool for brachytherapy and ablation therapy: initial assessment",2015,OpenAlex,https://openalex.org/W2057380126,https://doi.org/10.1117/12.2082472,conference-paper,
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,doi:10.1109/cyber.2015.7287986,10.1109/cyber.2015.7287986,Robotic ultrasound scanning for deep venous thrombosis detection using RGB-D sensor,2015,OpenAlex,https://openalex.org/W1637225239,https://doi.org/10.1109/cyber.2015.7287986,conference-paper,
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,doi:10.1109/isie.2015.7281533,10.1109/isie.2015.7281533,Support and imaging tasks using an ultrasound-based navigation procedure for minimally invasive neck surgery: Experiments and analyses,2015,OpenAlex,https://openalex.org/W1613422527,https://doi.org/10.1109/isie.2015.7281533,conference-paper,
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,doi:10.1118/1.4925495,10.1118/1.4925495,"TU‐A‐304‐00: Imaging, Treatment Planning, and QA for Stereotactic Body Radiation Therapy (SBRT)",2015,OpenAlex,https://openalex.org/W1146122904,https://doi.org/10.1118/1.4925495,article,
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,doi:10.1118/1.4925496,10.1118/1.4925496,TU‐A‐304‐01: Introduction and Workflow of Image‐Guided SBRT,2015,OpenAlex,https://openalex.org/W1419925549,https://doi.org/10.1118/1.4925496,article,
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,doi:10.1118/1.4925497,10.1118/1.4925497,"TU‐A‐304‐02: Treatment Simulation, Planning and Delivery for SBRT",2015,OpenAlex,https://openalex.org/W972690415,https://doi.org/10.1118/1.4925497,article,
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,doi:10.1118/1.4925498,10.1118/1.4925498,"TU‐A‐304‐03: Quality Assurance, Safety, and Other Practical Aspects of SBRT",2015,OpenAlex,https://openalex.org/W1463672949,https://doi.org/10.1118/1.4925498,article,
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,doi:10.1109/iros.2016.7759362,10.1109/iros.2016.7759362,A new robotic ultrasound system for tracking a catheter with an active piezoelectric element,2016,OpenAlex,https://openalex.org/W2563201001,https://doi.org/10.1109/iros.2016.7759362,conference-paper,
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,doi:10.3389/frobt.2016.00001,10.3389/frobt.2016.00001,An Ultrasound Robotic System Using the Commercial Robot UR5,2016,OpenAlex,https://openalex.org/W2254101695,https://doi.org/10.3389/frobt.2016.00001,article,
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,doi:10.1109/iros.2016.7759101,10.1109/iros.2016.7759101,Automatic force-compliant robotic ultrasound screening of abdominal aortic aneurysms,2016,OpenAlex,https://openalex.org/W2564163422,https://doi.org/10.1109/iros.2016.7759101,conference-paper,
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,doi:10.1109/icra.2016.7487522,10.1109/icra.2016.7487522,Confidence-driven control of an ultrasound probe: Target-specific acoustic window optimization,2016,OpenAlex,https://openalex.org/W2409525484,https://doi.org/10.1109/icra.2016.7487522,conference-paper,
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,doi:10.1117/12.2216518,10.1117/12.2216518,Image reconstruction for robot assisted ultrasound tomography,2016,OpenAlex,https://openalex.org/W2323485602,https://doi.org/10.1117/12.2216518,conference-paper,
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,doi:10.1115/detc2016-59423,10.1115/detc2016-59423,Information Fusion in Polar Coordinates,2016,OpenAlex,https://openalex.org/W2560168662,https://doi.org/10.1115/detc2016-59423,conference-paper,
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,doi:10.1109/mra.2016.2580478,10.1109/mra.2016.2580478,"Robotic Ultrasound: View Planning, Tracking, and Automatic Acquisition of Transesophageal Echocardiography",2016,OpenAlex,https://openalex.org/W2555681516,https://doi.org/10.1109/mra.2016.2580478,article,
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,doi:10.1109/icra.2016.7487201,10.1109/icra.2016.7487201,Robotic ultrasound trajectory planning for volume of interest coverage,2016,OpenAlex,https://openalex.org/W2412329746,https://doi.org/10.1109/icra.2016.7487201,conference-paper,
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,doi:10.1118/1.4957073,10.1118/1.4957073,SU‐G‐JeP3‐08: Robotic System for Ultrasound Tracking in Radiation Therapy,2016,OpenAlex,https://openalex.org/W2465521588,https://doi.org/10.1118/1.4957073,article,
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,doi:10.1109/tmi.2016.2620723,10.1109/tmi.2016.2620723,Towards MRI-Based Autonomous Robotic US Acquisitions: A First Feasibility Study,2016,OpenAlex,https://openalex.org/W2503967141,https://doi.org/10.1109/tmi.2016.2620723,article,
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,doi:10.1007/s11548-017-1536-2,10.1007/s11548-017-1536-2,3D ultrasound registration-based visual servoing for neurosurgical navigation,2017,OpenAlex,https://openalex.org/W2591481278,https://doi.org/10.1007/s11548-017-1536-2,article,
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,doi:10.1007/s13369-017-2893-4,10.1007/s13369-017-2893-4,A Simulation Study of Adaptive Force Controller for Medical Robotic Liver Ultrasound Guidance,2017,OpenAlex,https://openalex.org/W2766093896,https://doi.org/10.1007/s13369-017-2893-4,article,
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,doi:10.1007/s11548-017-1551-3,10.1007/s11548-017-1551-3,Acoustic window planning for ultrasound acquisition,2017,OpenAlex,https://openalex.org/W2592581620,https://doi.org/10.1007/s11548-017-1551-3,article,
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,doi:10.1109/glbc.2017.7928899,10.1109/glbc.2017.7928899,Automated hand support system for robotic ultrasound hand scanner,2017,OpenAlex,https://openalex.org/W2616272678,https://doi.org/10.1109/glbc.2017.7928899,conference-paper,
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,doi:10.1117/12.2255271,10.1117/12.2255271,Co-robotic ultrasound imaging: a cooperative force control approach,2017,OpenAlex,https://openalex.org/W2588332793,https://doi.org/10.1117/12.2255271,conference-paper,
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,doi:10.1109/tro.2017.2723618,10.1109/tro.2017.2723618,Confidence-Driven Control of an Ultrasound Probe,2017,OpenAlex,https://openalex.org/W2729315639,https://doi.org/10.1109/tro.2017.2723618,article,
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,doi:10.1016/j.jrras.2017.11.005,10.1016/j.jrras.2017.11.005,Evolution of Robot-assisted ultrasound-guided breast biopsy systems,2017,OpenAlex,https://openalex.org/W2773101728,https://doi.org/10.1016/j.jrras.2017.11.005,article,
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,doi:10.1007/978-3-319-66185-8_70,10.1007/978-3-319-66185-8_70,Motion-Compensated Autonomous Scanning for Tumour Localisation Using Intraoperative Ultrasound,2017,OpenAlex,https://openalex.org/W2615959375,https://doi.org/10.1007/978-3-319-66185-8_70,conference-paper,
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,doi:10.1109/mmar.2017.8046951,10.1109/mmar.2017.8046951,Singularity avoidance in a robotized ultrasound scan,2017,OpenAlex,https://openalex.org/W2757925190,https://doi.org/10.1109/mmar.2017.8046951,conference-paper,
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,doi:10.1109/mwscas.2018.8623834,10.1109/mwscas.2018.8623834,An Open-Source Test-Bench for Autonomous Ultrasound Imaging,2018,OpenAlex,https://openalex.org/W2912102743,https://doi.org/10.1109/mwscas.2018.8623834,conference-paper,
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,doi:10.29007/dj33,10.29007/dj33,Autonomous image-based ultrasound probe positioning via deep learning,2018,OpenAlex,https://openalex.org/W2800267058,https://doi.org/10.29007/dj33,preprint,
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,doi:10.1515/cdbme-2018-0150,10.1515/cdbme-2018-0150,Enhancing haptic feedback of subsurfaces during needle insertion,2018,OpenAlex,https://openalex.org/W2893845181,https://doi.org/10.1515/cdbme-2018-0150,article,
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,doi:10.1109/tbcas.2017.2782815,10.1109/tbcas.2017.2782815,Fully Automatic Three-Dimensional Ultrasound Imaging Based on Conventional B-Scan,2018,OpenAlex,https://openalex.org/W2793224505,https://doi.org/10.1109/tbcas.2017.2782815,article,
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,doi:10.1109/biorob.2018.8487186,10.1109/biorob.2018.8487186,Hybrid Force/Velocity Control “With Compliance Estimation via Strain Elastography for Robot Assisted Ultrasound Screening,2018,OpenAlex,https://openalex.org/W2897646519,https://doi.org/10.1109/biorob.2018.8487186,conference-paper,
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,doi:10.4081/aiua.2018.3.195,10.4081/aiua.2018.3.195,Intraoperative ultrasound in robot-assisted partial nephrectomy: State of the art,2018,OpenAlex,https://openalex.org/W2899370845,https://doi.org/10.4081/aiua.2018.3.195,article,
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,doi:10.1109/biocas.2018.8584728,10.1109/biocas.2018.8584728,Live Demonstration: An Open-Source Test-Bench for Autonomous Ultrasound Imaging,2018,OpenAlex,https://openalex.org/W2906523159,https://doi.org/10.1109/biocas.2018.8584728,conference-paper,
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,doi:10.3906/elk-1701-193,10.3906/elk-1701-193,Ozyegin Biopsy Robot: System integration architecture and motion compensation of a moving target,2018,OpenAlex,https://openalex.org/W2808226883,https://doi.org/10.3906/elk-1701-193,article,
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,doi:10.1109/tii.2018.2871864,10.1109/tii.2018.2871864,Robotic Arm Based Automatic Ultrasound Scanning for Three-Dimensional Imaging,2018,OpenAlex,https://openalex.org/W2893379190,https://doi.org/10.1109/tii.2018.2871864,article,
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,doi:10.1088/1361-6560/ab33db,10.1088/1361-6560/ab33db,2D ultrasound imaging based intra-fraction respiratory motion tracking for abdominal radiation therapy using machine learning,2019,OpenAlex,https://openalex.org/W2963557746,https://doi.org/10.1088/1361-6560/ab33db,article,
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,doi:10.1016/j.promfg.2019.02.002,10.1016/j.promfg.2019.02.002,3D-printing based Transducer Holder for Robotic Assisted Ultrasound Guided HIFU,2019,OpenAlex,https://openalex.org/W2940957523,https://doi.org/10.1016/j.promfg.2019.02.002,article,
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,doi:10.1109/naecon46414.2019.9058162,10.1109/naecon46414.2019.9058162,An Open-Source Ultrasound Imaging System with Wearable Active Probes,2019,OpenAlex,https://openalex.org/W3015421810,https://doi.org/10.1109/naecon46414.2019.9058162,conference-paper,
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,doi:10.1097/01.ju.0000555518.95891.34,10.1097/01.ju.0000555518.95891.34,MP20-09 ROBOTIC 3D ULTRASOUND-GUIDED TARGETING FOR PERCUTANEOUS RENAL ACCESS,2019,OpenAlex,https://openalex.org/W2940592305,https://doi.org/10.1097/01.ju.0000555518.95891.34,article,
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,doi:10.1109/embc.2019.8857245,10.1109/embc.2019.8857245,Optimizing Configurations for 7-DoF Robotic Ultrasound Guidance in Radiotherapy of the Prostate,2019,OpenAlex,https://openalex.org/W2979299079,https://doi.org/10.1109/embc.2019.8857245,conference-paper,
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,doi:10.1088/1361-6560/ab3bfb,10.1088/1361-6560/ab3bfb,Optimizing robot motion for robotic ultrasound-guided radiation therapy,2019,OpenAlex,https://openalex.org/W2969381969,https://doi.org/10.1088/1361-6560/ab3bfb,article,
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,doi:10.5281/zenodo.4782580,10.5281/zenodo.4782580,Position-based simulation of deformations for autonomous robotic ultrasound scanning,2019,OpenAlex,https://openalex.org/W3044058577,https://doi.org/10.5281/zenodo.4782580,article,
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,doi:10.1109/iros40897.2019.8967652,10.1109/iros40897.2019.8967652,Robotic Ultrasound for Catheter Navigation in Endovascular Procedures,2019,OpenAlex,https://openalex.org/W3003587267,https://doi.org/10.1109/iros40897.2019.8967652,conference-paper,
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,doi:10.4103/eus.eus_69_18,10.4103/eus.eus_69_18,Robotic ultrasound and ultrasonic robot,2019,OpenAlex,https://openalex.org/W2914948143,https://doi.org/10.4103/eus.eus_69_18,article,
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,doi:10.48550/arxiv.1902.05458,10.48550/arxiv.1902.05458,Robotic-assisted Ultrasound for Fetal Imaging: Evolution from Single-arm to Dual-arm System,2019,OpenAlex,https://openalex.org/W2913723666,https://doi.org/10.48550/arxiv.1902.05458,preprint,
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,doi:10.3390/app9245305,10.3390/app9245305,Tip Estimation Method in Phantoms for Curved Needle Using 2D Transverse Ultrasound Images,2019,OpenAlex,https://openalex.org/W2992377239,https://doi.org/10.3390/app9245305,article,
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,doi:10.1142/s2424905x21500033,10.1142/s2424905x21500033,3D Steerable Biopsy Needle with a Motorized Manipulation System and Ultrasound Tracking to Navigate inside Tissue,2020,OpenAlex,https://openalex.org/W3133795800,https://doi.org/10.1142/s2424905x21500033,article,
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,doi:10.1109/tie.2020.3036215,10.1109/tie.2020.3036215,Automatic Force-Based Probe Positioning for Precise Robotic Ultrasound Acquisition,2020,OpenAlex,https://openalex.org/W3098362553,https://doi.org/10.1109/tie.2020.3036215,article,
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,doi:10.1109/lra.2020.2967682,10.1109/lra.2020.2967682,Automatic Normal Positioning of Robotic Ultrasound Probe Based Only on Confidence Map Optimization and Force Measurement,2020,OpenAlex,https://openalex.org/W3002801921,https://doi.org/10.1109/lra.2020.2967682,article,
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,doi:10.1109/sose50414.2020.9130499,10.1109/sose50414.2020.9130499,Autonomous Applied Robotics: Ultrasound-Based Robot-Assisted Needle Insertion System Concept and Development,2020,OpenAlex,https://openalex.org/W3039050719,https://doi.org/10.1109/sose50414.2020.9130499,conference-paper,
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,doi:10.1109/ismr48331.2020.9312940,10.1109/ismr48331.2020.9312940,Autonomous Ultrasound Scanning to Localize Needle Tip in Breast Brachytherapy,2020,OpenAlex,https://openalex.org/W3120735199,https://doi.org/10.1109/ismr48331.2020.9312940,conference-paper,
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,doi:10.1117/12.2550038,10.1117/12.2550038,Development of ultrasonography assistance robot for prenatal care,2020,OpenAlex,https://openalex.org/W3011781268,https://doi.org/10.1117/12.2550038,conference-paper,
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,doi:10.1117/12.2551118,10.1117/12.2551118,Feasibility of robot-assisted ultrasound imaging with force feedback for assessment of thyroid diseases,2020,OpenAlex,https://openalex.org/W3010664997,https://doi.org/10.1117/12.2551118,conference-paper,
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,doi:10.1109/lra.2020.3009069,10.1109/lra.2020.3009069,Force-Ultrasound Fusion: Bringing Spine Robotic-US to the Next “Level”,2020,OpenAlex,https://openalex.org/W3008846620,https://doi.org/10.1109/lra.2020.3009069,article,
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,doi:10.48550/arxiv.2002.01240,10.48550/arxiv.2002.01240,Learning rewards for robotic ultrasound scanning using probabilistic temporal ranking,2020,OpenAlex,https://openalex.org/W3026823840,https://doi.org/10.48550/arxiv.2002.01240,preprint,
openalex_legacy,closed_loop_candidate,主动观察式检测,机器人超声,doi:10.48550/arxiv.2002.01240,10.48550/arxiv.2002.01240,Learning rewards for robotic ultrasound scanning using probabilistic\n temporal ranking,2020,OpenAlex,https://openalex.org/W4382132587,https://doi.org/10.48550/arxiv.2002.01240,preprint,
