task_code,task,paper_key,title,year,doi,sources,record_urls,public_available,public_urls,screening
A1,机器人超声,doi:10.26226/morressier.5c8f909fb5d368000a26b99d,1757 - Towards Robotic Knee Arthroscopy: Creating A 3D Ultrasound Based Knee Atlas To Introduce 4D Ultrasonography As Robotic Vision Modality For Guidance,2019,10.26226/morressier.5c8f909fb5d368000a26b99d,Crossref,https://doi.org/10.26226/morressier.5c8f909fb5d368000a26b99d,no_location_identified,,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.1109/biorob.2012.6290782,3D femur reconstruction using a robotized ultrasound probe,2012,10.1109/biorob.2012.6290782,Crossref; OpenAlex,https://doi.org/10.1109/biorob.2012.6290782; https://openalex.org/W2039860748,no_location_identified,,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.1109/embc53108.2024.10781744,3D Image Reconstruction Using Force-Controlled Robot-Assisted Ultrasound Scanning.,2024,10.1109/embc53108.2024.10781744,Europe PMC,https://europepmc.org/article/MED/40039920,no_location_identified,,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.1016/j.promfg.2019.02.002,3D-printing based Transducer Holder for Robotic Assisted Ultrasound Guided HIFU,2019,10.1016/j.promfg.2019.02.002,Crossref,https://doi.org/10.1016/j.promfg.2019.02.002,no_location_identified,,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.1109/embc58623.2025.11252663,3D Reconstruction of the Kidney and Lesions from 2D Ultrasound Images Using Robotic Ultrasound Diagnostic System.,2025,10.1109/embc58623.2025.11252663,Crossref; Europe PMC,https://doi.org/10.1109/embc58623.2025.11252663; https://europepmc.org/article/MED/41336912,no_location_identified,,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.1109/irc.2019.00049,3D Ultrasound Imaging of Scoliosis with Force-Sensitive Robotic Scanning,2019,10.1109/irc.2019.00049,Crossref; OpenAlex,https://doi.org/10.1109/irc.2019.00049; https://openalex.org/W2932459557,no_location_identified,,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.1201/9781420060478-25,3G/WLAN Cross-Layer Design for Ultrasound Video Transmission in a Robotic Tele-Ultrasonography System,2008,10.1201/9781420060478-25,Crossref,https://doi.org/10.1201/9781420060478-25,no_location_identified,,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.1109/access.2020.3014999,4D Ultrasound-Based Knee Joint Atlas for Robotic Knee Arthroscopy: A Feasibility Study,2020,10.1109/access.2020.3014999,OpenAlex,https://openalex.org/W3048113092,yes,https://ieeexplore.ieee.org/ielx7/6287639/8948470/09162020.pdf,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.3390/diagnostics13030362,5G-Based Telerobotic Ultrasound System Improves Access to Breast Examination in Rural and Remote Areas: A Prospective and Two-Scenario Study.,2023,10.3390/diagnostics13030362,Europe PMC,https://europepmc.org/article/MED/36766467,yes,https://pmc.ncbi.nlm.nih.gov/articles/PMC9913989/,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.1016/j.juro.2010.02.1058,671 HORMON RESISTANT PROSTATE CANCER TREATED BY ROBOTIC HIGH INTENSIVE ULTRASOUND,2010,10.1016/j.juro.2010.02.1058,Crossref,https://doi.org/10.1016/j.juro.2010.02.1058,no_location_identified,,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.1016/j.ultrasmedbio.2013.08.010,A 3-D Ultrasound Imaging Robotic System to Detect and Quantify Lower Limb Arterial Stenoses: In Vivo Feasibility,2014,10.1016/j.ultrasmedbio.2013.08.010,Crossref,https://doi.org/10.1016/j.ultrasmedbio.2013.08.010,no_location_identified,,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.1186/s13054-021-03563-z,A 5G-powered robot-assisted teleultrasound diagnostic system in an intensive care unit,2021,10.1186/s13054-021-03563-z,Europe PMC; OpenAlex,https://europepmc.org/article/MED/33827638; https://openalex.org/W3149045941,yes,https://ccforum.biomedcentral.com/track/pdf/10.1186/s13054-021-03563-z; https://pmc.ncbi.nlm.nih.gov/articles/PMC8025902/,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.1109/lra.2021.3061329,A Constant-Force End-Effector With Online Force Adjustment for Robotic Ultrasonography,2021,10.1109/lra.2021.3061329,Europe PMC; OpenAlex,https://europepmc.org/article/MED/33748416; https://openalex.org/W3130510843,yes,https://ieeexplore.ieee.org/ielx7/7083369/9285111/09361110.pdf; https://pmc.ncbi.nlm.nih.gov/articles/PMC7968128/,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.1109/lra.2022.3141451,Acoustic Shadowing Aware Robotic Ultrasound: Lighting up the Dark,2022,10.1109/lra.2022.3141451,OpenAlex,https://openalex.org/W4206018727,no_location_identified,,precision automated title candidate; manual verification pending
A1,机器人超声,title:actionconditionedworldmodelforgoalplaneprobeguidanceinroboticultrasound,Action-Conditioned World Model for Goal Plane Probe Guidance in Robotic Ultrasound,2026,,arXiv,http://arxiv.org/abs/2607.21918v2,yes,http://arxiv.org/pdf/2607.21918v2,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.1002/rcs.70197,Adaptive Admittance Control for Robotic Ultrasound Examination Based on a Breast Biomechanical Model.,2026,10.1002/rcs.70197,Europe PMC,https://europepmc.org/article/MED/42379153,no_location_identified,,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.1109/rcar61438.2024.10670924,A Dynamical System Approach to Robotic Ultrasound Imaging: Towards Intrinsically Stable Robotic Sonography,2024,10.1109/rcar61438.2024.10670924,Crossref,https://doi.org/10.1109/rcar61438.2024.10670924,no_location_identified,,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.1109/tase.2022.3189339,A Flexible and Fully Autonomous Breast Ultrasound Scanning System,2022,10.1109/tase.2022.3189339,Crossref; OpenAlex,https://doi.org/10.1109/tase.2022.3189339; https://openalex.org/W4285505126,no_location_identified,,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.1109/ur65550.2025.11078129,A Framework for 3D Ultrasound Reconstruction Using Robotic Ultrasound Diagnostic System,2025,10.1109/ur65550.2025.11078129,Crossref,https://doi.org/10.1109/ur65550.2025.11078129,no_location_identified,,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.1038/s41467-024-48421-y,A fully autonomous robotic ultrasound system for thyroid scanning,2024,10.1038/s41467-024-48421-y,Crossref; Europe PMC; OpenAlex,https://doi.org/10.1038/s41467-024-48421-y; https://europepmc.org/article/MED/38734697; https://openalex.org/W4396821882,yes,https://pmc.ncbi.nlm.nih.gov/articles/PMC11519952/; https://www.nature.com/articles/s41467-024-48421-y.pdf,precision automated title candidate; manual verification pending
A1,机器人超声,title:aiaultranerfacousticimpedanceawareneuralradiancefieldwithhashencodingsforroboticultrasoundreconstructionandlocalization,AIA-UltraNeRF:Acoustic-Impedance-Aware Neural Radiance Field with Hash Encodings for Robotic Ultrasound Reconstruction and Localization,2025,,arXiv,http://arxiv.org/abs/2511.18293v1,yes,http://arxiv.org/pdf/2511.18293v1,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.1109/access.2025.3605105,"AI-Powered Robotic Ultrasound: Electronic Hardware, Algorithms, and Applications",2025,10.1109/access.2025.3605105,Crossref,https://doi.org/10.1109/access.2025.3605105,no_location_identified,,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.36227/techrxiv.172263038.89626821/v1,All-Ultrasound-Guided Path Planning for Robotic Pedicle Screw Placement,2024,10.36227/techrxiv.172263038.89626821/v1,Crossref,https://doi.org/10.36227/techrxiv.172263038.89626821/v1,no_location_identified,,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.3390/app9091900,Analysis of a Customized Clutch Joint Designed for the Safety Management of an Ultrasound Robot,2019,10.3390/app9091900,Europe PMC; OpenAlex,https://europepmc.org/article/MED/32754346; https://openalex.org/W2943999241,yes,https://pmc.ncbi.nlm.nih.gov/articles/PMC7115904/; https://www.mdpi.com/2076-3417/9/9/1900/pdf?version=1557380701,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.1109/lra.2023.3251844,An Artificial Intelligence-Aided Robotic Platform for Ultrasound-Guided Transcarotid Revascularization,2023,10.1109/lra.2023.3251844,OpenAlex,https://openalex.org/W4323022362,yes,https://ieeexplore.ieee.org/ielx7/7083369/10049284/10057986.pdf,precision automated title candidate; manual verification pending
A1,机器人超声,title:anatomicalpriordrivenframeworkforautonomousroboticcardiacultrasoundstandardviewacquisition,Anatomical Prior-Driven Framework for Autonomous Robotic Cardiac Ultrasound Standard View Acquisition,2026,,arXiv,http://arxiv.org/abs/2603.21134v1,yes,http://arxiv.org/pdf/2603.21134v1,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.1109/tmech.2025.3572571,An Efficient Deep Reinforcement Learning Approach for Autonomous Ultrasound Scanning Robot Based on Multimodal Sensing and Distance ProbSparse Self-Attention,2025,10.1109/tmech.2025.3572571,Crossref; OpenAlex,https://doi.org/10.1109/tmech.2025.3572571; https://openalex.org/W4411055431,no_location_identified,,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.3390/s21092927,An Improved Sensing Method of a Robotic Ultrasound System for Real-Time Force and Angle Calibration,2021,10.3390/s21092927,Europe PMC; OpenAlex,https://europepmc.org/article/MED/33922012; https://openalex.org/W3155267607,yes,https://pmc.ncbi.nlm.nih.gov/articles/PMC8122492/; https://www.mdpi.com/1424-8220/21/9/2927/pdf?version=1619078661,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.1016/s0022-5347(08)60491-7,A NOVEL ROBOTIC INTRAOPERATIVE ULTRASOUND TILEPRO DEVICE FOR ROBOTIC PARTIAL NEPHRECTOMY,2008,10.1016/s0022-5347(08)60491-7,Crossref,https://doi.org/10.1016/s0022-5347(08)60491-7,no_location_identified,,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.1109/icra48506.2021.9561924,A Novel Robotic System for Ultrasound-guided Peripheral Vascular Localization,2021,10.1109/icra48506.2021.9561924,OpenAlex,https://openalex.org/W3207392316,no_location_identified,,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.1109/tim.2023.3239925,A Novel Ultrasound Robot With Force/Torque Measurement and Control for Safe and Efficient Scanning,2023,10.1109/tim.2023.3239925,Europe PMC; OpenAlex,https://europepmc.org/article/MED/37323850; https://openalex.org/W4319996939,yes,https://pmc.ncbi.nlm.nih.gov/articles/PMC7614653/; https://pmc.ncbi.nlm.nih.gov/articles/PMC7614653/pdf/EMS164661.pdf,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.3389/frobt.2016.00001,An Ultrasound Robotic System Using the Commercial Robot UR5,2016,10.3389/frobt.2016.00001,OpenAlex,https://openalex.org/W2254101695,yes,https://www.frontiersin.org/articles/10.3389/frobt.2016.00001/pdf,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.1109/tim.2024.3400342,A Portable Robot-Assisted Device With Built-In Intelligence for Autonomous Ultrasound Acquisitions in Follow-Up Diagnosis,2024,10.1109/tim.2024.3400342,OpenAlex,https://openalex.org/W4396877696,no_location_identified,,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.1002/jum.16041,Application of a Tele-Ultrasound Robot During COVID-19 Pandemic: A Feasibility Study.,2023,10.1002/jum.16041,Europe PMC,https://europepmc.org/article/MED/35689526,yes,https://pmc.ncbi.nlm.nih.gov/articles/PMC9349638/,precision automated title candidate; manual verification pending
A1,机器人超声,title:apprussautomatedpathplanningforroboticultrasoundsystem,APP-RUSS: Automated Path Planning for Robotic Ultrasound System,2023,,arXiv,http://arxiv.org/abs/2310.14297v1,yes,http://arxiv.org/pdf/2310.14297v1,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.1109/ical.2009.5262572,A preoperative ultrasound planning of robotic system for hepatic microwave coagulation,2009,10.1109/ical.2009.5262572,Crossref,https://doi.org/10.1109/ical.2009.5262572,no_location_identified,,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.1109/icra.2017.7989440,A robotic control framework for 3-D quantitative ultrasound elastography,2017,10.1109/icra.2017.7989440,Crossref,https://doi.org/10.1109/icra.2017.7989440,no_location_identified,,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.1109/ismr69606.2026.11536413,A Robotic Simulation Environment for Ultrasound Imaging of Soft Tissue,2026,10.1109/ismr69606.2026.11536413,Crossref,https://doi.org/10.1109/ismr69606.2026.11536413,no_location_identified,,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.1109/tuffc.2015.2499084,A Robotic Ultrasound Scanner for Automatic Vessel Tracking and Three-Dimensional Reconstruction of B-Mode Images,2015,10.1109/tuffc.2015.2499084,OpenAlex,https://openalex.org/W2215544116,no_location_identified,,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.1109/icarm54641.2022.9959421,A Robotic Ultrasound System Controlled by Human sEMG Signals,2022,10.1109/icarm54641.2022.9959421,Crossref,https://doi.org/10.1109/icarm54641.2022.9959421,no_location_identified,,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.3390/s26144452,A Robotic Ultrasound System for Automated Abdominal Aorta Screening: Feasibility Study in Healthy Volunteers.,2026,10.3390/s26144452,Europe PMC,https://europepmc.org/article/MED/42515336,no_location_identified,,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.1016/j.mechmachtheory.2011.03.002,A robotic wrist for remote ultrasound imaging,2011,10.1016/j.mechmachtheory.2011.03.002,Crossref; OpenAlex,https://doi.org/10.1016/j.mechmachtheory.2011.03.002; https://openalex.org/W1981497699,no_location_identified,,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.1007/978-1-4471-0765-1_24,A Robot System for Medical Ultrasound,2000,10.1007/978-1-4471-0765-1_24,OpenAlex,https://openalex.org/W2588812027,no_location_identified,,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.1109/lra.2025.3595036,A-SEE2.0: Active-Sensing End-Effector for Robotic Ultrasound Systems with Dense Contact Surface Perception Enabled Probe Orientation Adjustment.,2025,10.1109/lra.2025.3595036,Europe PMC,https://europepmc.org/article/MED/40995401,yes,https://pmc.ncbi.nlm.nih.gov/articles/PMC12456402/,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.1109/lra.2022.3218183,A-SEE: Active-Sensing End-Effector Enabled Probe Self-Normal-Positioning for Robotic Ultrasound Imaging Applications,2022,10.1109/lra.2022.3218183,Europe PMC; OpenAlex,https://europepmc.org/article/MED/37325198; https://openalex.org/W4309326651,yes,https://pmc.ncbi.nlm.nih.gov/articles/PMC10266708/; https://pmc.ncbi.nlm.nih.gov/articles/PMC10266708/pdf/nihms-1850615.pdf,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.1007/s13369-017-2893-4,A Simulation Study of Adaptive Force Controller for Medical Robotic Liver Ultrasound Guidance,2017,10.1007/s13369-017-2893-4,OpenAlex,https://openalex.org/W2766093896,no_location_identified,,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.1109/titb.2004.840062,A tele-operated mobile ultrasound scanner using a light-weight robot,2005,10.1109/titb.2004.840062,Europe PMC; OpenAlex,https://europepmc.org/article/MED/15787007; https://openalex.org/W2157998325,no_location_identified,,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.1109/icdl55364.2023.10364497,A Unified Deep Imitation Learning and Control Framework for Robot-Assisted Sonography,2023,10.1109/icdl55364.2023.10364497,OpenAlex,https://openalex.org/W4390188232,no_location_identified,,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.1109/iros58592.2024.10801755,A Unified Interaction Control Framework for Safe Robotic Ultrasound Scanning with Human-Intention-Aware Compliance,2024,10.1109/iros58592.2024.10801755,OpenAlex,https://openalex.org/W4405785794,no_location_identified,,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.1109/robot.2001.932831,A user interface for robot-assisted diagnostic ultrasound,2002,10.1109/robot.2001.932831,OpenAlex,https://openalex.org/W2123889479,no_location_identified,,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.1109/glbc.2017.7928899,Automated hand support system for robotic ultrasound hand scanner,2017,10.1109/glbc.2017.7928899,Crossref,https://doi.org/10.1109/glbc.2017.7928899,no_location_identified,,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.1109/icra40945.2020.9196736,Automated robotic breast ultrasound acquisition using ultrasound feedback,2020,10.1109/icra40945.2020.9196736,Crossref; OpenAlex,https://doi.org/10.1109/icra40945.2020.9196736; https://openalex.org/W3090509004,yes,https://ris.utwente.nl/ws/files/247785100/Welleweerd2020automatic.pdf,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.1109/tim.2021.3085110,Automatic 3-D Imaging and Measurement of Human Spines With a Robotic Ultrasound System,2021,10.1109/tim.2021.3085110,OpenAlex,https://openalex.org/W3171622331,no_location_identified,,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.1109/tie.2020.3036215,Automatic Force-Based Probe Positioning for Precise Robotic Ultrasound Acquisition,2020,10.1109/tie.2020.3036215,OpenAlex,https://openalex.org/W3098362553,no_location_identified,,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.1109/iros.2016.7759101,Automatic force-compliant robotic ultrasound screening of abdominal aortic aneurysms,2016,10.1109/iros.2016.7759101,OpenAlex,https://openalex.org/W2564163422,no_location_identified,,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.1109/tmrb.2022.3214493,Automatic Generation of Autonomous Ultrasound Scanning Trajectory Based on 3-D Point Cloud,2022,10.1109/tmrb.2022.3214493,OpenAlex,https://openalex.org/W4309677235,no_location_identified,,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.1109/lra.2020.2967682,Automatic Normal Positioning of Robotic Ultrasound Probe Based Only on Confidence Map Optimization and Force Measurement,2020,10.1109/lra.2020.2967682,OpenAlex,https://openalex.org/W3002801921,no_location_identified,,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.3390/technologies13020070,Automatic Robotic Ultrasound for 3D Musculoskeletal Reconstruction: A Comprehensive Framework,2025,10.3390/technologies13020070,Crossref; OpenAlex,https://doi.org/10.3390/technologies13020070; https://openalex.org/W4407392146,yes,https://doi.org/10.3390/technologies13020070,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.1109/icosr57188.2022.00039,Automatic ultrasound scanning for the Carotid Artery by robotic system,2022,10.1109/icosr57188.2022.00039,Crossref; OpenAlex,https://doi.org/10.1109/icosr57188.2022.00039; https://openalex.org/W4378965935,no_location_identified,,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.1007/s11432-018-9664-3,Automatic ultrasound scanning system based on robotic arm,2019,10.1007/s11432-018-9664-3,Crossref; OpenAlex,https://doi.org/10.1007/s11432-018-9664-3; https://openalex.org/W2919490311,no_location_identified,,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.1109/tbme.2021.3054413,Autonomic Robotic Ultrasound Imaging System Based on Reinforcement Learning,2021,10.1109/tbme.2021.3054413,OpenAlex,https://openalex.org/W3125472763,no_location_identified,,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.1007/s11548-024-03178-z,Autonomous control of an ultrasound probe for intra-operative ultrasonography using vision-based shape sensing of pneumatically attachable flexible rails,2024,10.1007/s11548-024-03178-z,Europe PMC; OpenAlex,https://europepmc.org/article/MED/38777945; https://openalex.org/W4398200065,yes,https://link.springer.com/content/pdf/10.1007/s11548-024-03178-z.pdf; https://pmc.ncbi.nlm.nih.gov/articles/PMC11230978/,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.1109/iros.2013.6696818,Autonomous eFAST ultrasound scanning by a robotic manipulator using learning from demonstrations,2013,10.1109/iros.2013.6696818,Crossref; OpenAlex,https://doi.org/10.1109/iros.2013.6696818; https://openalex.org/W2072195406,no_location_identified,,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.29007/dj33,Autonomous image-based ultrasound probe positioning via deep learning,2018,10.29007/dj33,OpenAlex,https://openalex.org/W2800267058,yes,https://easychair.org/publications/preprint_open/XmZ9,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.1109/robio64047.2024.10907531,Autonomous In-Plane Normal Positioning in Robotic Ultrasound Scanning,2024,10.1109/robio64047.2024.10907531,Crossref,https://doi.org/10.1109/robio64047.2024.10907531,no_location_identified,,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.1109/icra48506.2021.9561295,Autonomous Navigation of an Ultrasound Probe Towards Standard Scan Planes with Deep Reinforcement Learning,2021,10.1109/icra48506.2021.9561295,OpenAlex; arXiv,http://arxiv.org/abs/2103.00718v2; https://openalex.org/W3135181254,yes,http://arxiv.org/pdf/2103.00718v2; https://arxiv.org/pdf/2103.00718,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.1038/s41598-026-37702-9,Autonomous path planning for intercostal robotic ultrasound imaging using reinforcement learning.,2026,10.1038/s41598-026-37702-9,Crossref; Europe PMC,https://doi.org/10.1038/s41598-026-37702-9; https://europepmc.org/article/MED/41673226,yes,https://pmc.ncbi.nlm.nih.gov/articles/PMC12905323/,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.3389/frobt.2021.645756,Autonomous Robotic Point-of-Care Ultrasound Imaging for Monitoring of COVID-19–Induced Pulmonary Diseases,2021,10.3389/frobt.2021.645756,Europe PMC; OpenAlex,https://europepmc.org/article/MED/34113656; https://openalex.org/W3165097438,yes,https://pmc.ncbi.nlm.nih.gov/articles/PMC8185340/; https://www.frontiersin.org/journals/robotics-and-ai/articles/10.3389/frobt.2021.645756/pdf,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.1109/tmrb.2024.3464109,Autonomous Robotic System for Carotid Artery Ultrasound Scanning With Visual Servo Navigation,2024,10.1109/tmrb.2024.3464109,Crossref; OpenAlex,https://doi.org/10.1109/tmrb.2024.3464109; https://openalex.org/W4402626678,no_location_identified,,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.1109/lra.2024.3427556,Autonomous Robotic Ultrasound Approach for Fetoscope Tracking by Fusing Optical and 2D Ultrasound Data,2024,10.1109/lra.2024.3427556,Crossref; OpenAlex,https://doi.org/10.1109/lra.2024.3427556; https://openalex.org/W4400645477,yes,https://lirias.kuleuven.be/retrieve/a29dbf1e-2281-41a3-862f-015f224cfe52,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.3389/frobt.2025.1527686,Autonomous robotic ultrasound scanning system: a key to enhancing image analysis reproducibility and observer consistency in ultrasound imaging.,2025,10.3389/frobt.2025.1527686,Europe PMC; OpenAlex,https://europepmc.org/article/MED/39975565; https://openalex.org/W4407183492,yes,https://doi.org/10.3389/frobt.2025.1527686; https://pmc.ncbi.nlm.nih.gov/articles/PMC11835693/,precision automated title candidate; manual verification pending
A1,机器人超声,title:autonomousroboticultrasoundsystemforliverfollowupdiagnosispilotphantomstudy,Autonomous Robotic Ultrasound System for Liver Follow-up Diagnosis: Pilot Phantom Study,2024,,arXiv,http://arxiv.org/abs/2405.05787v1,yes,http://arxiv.org/pdf/2405.05787v1,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.1109/tbme.2023.3279114,Autonomous Robotic Ultrasound Vascular Imaging System With Decoupled Control Strategy for External-Vision-Free Environments,2023,10.1109/tbme.2023.3279114,OpenAlex,https://openalex.org/W4378195137,no_location_identified,,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.1080/01691864.2024.2315058,Autonomous scanning motion generation adapted to individual differences in abdominal shape for robotic fetal ultrasound,2024,10.1080/01691864.2024.2315058,Crossref; OpenAlex,https://doi.org/10.1080/01691864.2024.2315058; https://openalex.org/W4391969224,no_location_identified,,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.1109/iros51168.2021.9635902,Autonomous Scanning Target Localization for Robotic Lung Ultrasound Imaging,2021,10.1109/iros51168.2021.9635902,Crossref; Europe PMC; OpenAlex,https://doi.org/10.1109/iros51168.2021.9635902; https://europepmc.org/article/MED/35965637; https://openalex.org/W4200470402,yes,https://pmc.ncbi.nlm.nih.gov/articles/PMC9373068/; https://www.ncbi.nlm.nih.gov/pmc/articles/9373068,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.3389/frobt.2024.1383732,Autonomous ultrasound scanning robotic system based on human posture recognition and image servo control: an application for cardiac imaging,2024,10.3389/frobt.2024.1383732,Crossref; Europe PMC; OpenAlex,https://doi.org/10.3389/frobt.2024.1383732; https://europepmc.org/article/MED/38774468; https://openalex.org/W4396704118,yes,https://pmc.ncbi.nlm.nih.gov/articles/PMC11106497/; https://www.frontiersin.org/articles/10.3389/frobt.2024.1383732/pdf?isPublishedV2=False,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.1109/iros55552.2023.10341685,Autonomous Ultrasound Scanning Towards Standard Plane Using Interval Interaction Probabilistic Movement Primitives,2023,10.1109/iros55552.2023.10341685,Crossref; OpenAlex,https://doi.org/10.1109/iros55552.2023.10341685; https://openalex.org/W4389666586,no_location_identified,,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.1109/icra46639.2022.9812410,Autonomous Ultrasound Scanning using Bayesian Optimization and Hybrid Force Control,2022,10.1109/icra46639.2022.9812410,Crossref; OpenAlex,https://doi.org/10.1109/icra46639.2022.9812410; https://openalex.org/W4285102261,no_location_identified,,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.1109/embc46164.2021.9629703,A Virtual Scanning Framework for Robotic Spinal Sonography with Automatic Real-time Recognition of Standard Views.,2021,10.1109/embc46164.2021.9629703,Europe PMC; OpenAlex,https://europepmc.org/article/MED/34892234; https://openalex.org/W4200211803,no_location_identified,,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.1109/icac57885.2023.10275303,A Vision-Based Target Localization Method for Robot-Assisted Sonography,2023,10.1109/icac57885.2023.10275303,OpenAlex,https://openalex.org/W4387677975,yes,https://repository.essex.ac.uk/36461/1/A%20Vision-based%20Target%20Localization%20Method%20for%20Robot-assisted%20Sonography%2810%29.pdf,precision automated title candidate; manual verification pending
A1,机器人超声,title:beyondhospitalreachautonomouslightweightultrasoundrobotforliversonography,Beyond hospital reach: Autonomous lightweight ultrasound robot for liver sonography,2025,,arXiv,http://arxiv.org/abs/2510.08106v1,yes,http://arxiv.org/pdf/2510.08106v1,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.1039/d1lc00575h,Biologically inspired micro-robotic swimmers remotely controlled by ultrasound waves,2021,10.1039/d1lc00575h,Crossref; OpenAlex,https://doi.org/10.1039/d1lc00575h; https://openalex.org/W3199034187,no_location_identified,,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.1109/ius62464.2025.11201326,Boost Calibration for Dual-arm Co-robotic Ultrasound System,2025,10.1109/ius62464.2025.11201326,Crossref,https://doi.org/10.1109/ius62464.2025.11201326,no_location_identified,,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.1109/icar.2015.7251431,Calibration of 2D Ultrasound in 3D space for Robotic biopsies,2015,10.1109/icar.2015.7251431,Crossref,https://doi.org/10.1109/icar.2015.7251431,no_location_identified,,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.1038/s41598-022-25572-w,Capsule robot pose and mechanism state detection in ultrasound using attention-based hierarchical deep learning.,2022,10.1038/s41598-022-25572-w,Europe PMC,https://europepmc.org/article/MED/36476715,yes,https://pmc.ncbi.nlm.nih.gov/articles/PMC9729303/,precision automated title candidate; manual verification pending
A1,机器人超声,doi:10.3389/fcvm.2024.1384421,Cardiac ultrasound simulation for autonomous ultrasound navigation.,2024,10.3389/fcvm.2024.1384421,Europe PMC,https://europepmc.org/article/MED/39193499,yes,https://pmc.ncbi.nlm.nih.gov/articles/PMC11347295/,precision automated title candidate; manual verification pending
